user_id,item_id,rating,title
222,97,4,Dances with Wolves (1990)
268,436,3,"American Werewolf in London, An (1981)"
293,135,5,2001: A Space Odyssey (1968)
213,173,5,"Princess Bride, The (1987)"
160,460,2,"Crossing Guard, The (1995)"
13,498,4,"African Queen, The (1951)"
59,715,5,To Die For (1995)
5,17,4,From Dusk Till Dawn (1996)
125,163,5,"Return of the Pink Panther, The (1974)"
174,315,5,Apt Pupil (1998)
114,505,3,Dial M for Murder (1954)
213,515,4,"Boot, Das (1981)"
23,196,2,Dead Poets Society (1989)
128,15,4,Mr. Holland's Opus (1995)
239,56,4,Pulp Fiction (1994)
181,279,1,Once Upon a Time... When We Were Colored (1995)
291,80,4,Hot Shots! Part Deux (1993)
250,238,4,Raising Arizona (1987)
201,649,3,Once Upon a Time in America (1984)
60,60,5,Three Colors: Blue (1993)
181,325,2,Crash (1996)
119,407,3,Spy Hard (1996)
287,1,5,Toy Story (1995)
216,228,3,Star Trek: The Wrath of Khan (1982)
216,531,4,Shine (1996)
203,471,4,Courage Under Fire (1996)
13,892,3,Flubber (1997)
286,288,5,Scream (1996)
117,1047,2,Multiplicity (1996)
99,111,1,"Truth About Cats & Dogs, The (1996)"
11,558,3,Heavenly Creatures (1994)
65,47,2,Ed Wood (1994)
295,194,4,"Sting, The (1973)"
85,259,2,George of the Jungle (1997)
250,596,5,"Hunchback of Notre Dame, The (1996)"
137,144,5,Die Hard (1988)
201,960,2,Naked (1993)
257,137,4,Big Night (1996)
111,328,4,Conspiracy Theory (1997)
215,211,4,M*A*S*H (1970)
181,938,1,"Smile Like Yours, A (1997)"
189,1060,5,"Adventures of Pinocchio, The (1996)"
1,20,4,Angels and Insects (1995)
299,305,3,"Ice Storm, The (1997)"
187,210,4,Indiana Jones and the Last Crusade (1989)
222,278,2,Bed of Roses (1996)
214,568,4,Speed (1994)
293,770,3,Devil in a Blue Dress (1995)
285,191,4,Amadeus (1984)
303,252,3,"Lost World: Jurassic Park, The (1997)"
96,156,4,Reservoir Dogs (1992)
72,1110,3,Tank Girl (1995)
115,1067,4,Bottle Rocket (1996)
7,430,3,Duck Soup (1933)
116,350,3,Fallen (1998)
73,480,4,North by Northwest (1959)
263,419,5,Mary Poppins (1964)
70,431,3,Highlander (1986)
221,475,4,Trainspotting (1996)
25,357,4,One Flew Over the Cuckoo's Nest (1975)
290,50,5,Star Wars (1977)
299,303,3,Ulee's Gold (1997)
264,294,3,Liar Liar (1997)
200,365,5,Powder (1995)
187,135,4,2001: A Space Odyssey (1968)
184,187,4,"Godfather: Part II, The (1974)"
63,289,2,Evita (1996)
298,486,3,Sabrina (1954)
235,185,4,Psycho (1960)
62,712,4,Tin Men (1987)
54,742,5,Ransom (1996)
63,762,3,Beautiful Girls (1996)
11,732,3,Dave (1993)
92,168,4,Monty Python and the Holy Grail (1974)
307,174,4,Raiders of the Lost Ark (1981)
303,200,4,"Shining, The (1980)"
72,54,3,Outbreak (1995)
164,406,2,Thinner (1996)
117,150,4,Swingers (1996)
224,77,4,"Firm, The (1993)"
193,869,3,Fools Rush In (1997)
94,184,2,Army of Darkness (1993)
281,338,2,Bean (1997)
130,109,3,Mystery Science Theater 3000: The Movie (1996)
128,371,1,"Bridges of Madison County, The (1995)"
94,720,1,First Knight (1995)
182,845,3,That Thing You Do! (1996)
129,873,1,Picture Perfect (1997)
254,229,4,Star Trek III: The Search for Spock (1984)
151,176,2,Aliens (1986)
45,25,4,"Birdcage, The (1996)"
193,879,3,"Peacemaker, The (1997)"
276,922,4,Dead Man (1995)
276,57,3,Priest (1994)
234,187,4,"Godfather: Part II, The (1974)"
181,306,1,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
21,370,1,Mary Reilly (1996)
293,249,3,Austin Powers: International Man of Mystery (1997)
264,721,5,Mallrats (1995)
197,346,3,Jackie Brown (1997)
276,142,3,Bedknobs and Broomsticks (1971)
308,427,4,To Kill a Mockingbird (1962)
221,943,4,Killing Zoe (1994)
131,126,4,"Spitfire Grill, The (1996)"
268,824,2,"Great White Hype, The (1996)"
109,8,3,Babe (1995)
198,58,3,Quiz Show (1994)
230,680,4,Kull the Conqueror (1997)
192,1061,4,"Evening Star, The (1996)"
90,900,4,Kundun (1997)
128,603,5,Rear Window (1954)
126,905,2,Great Expectations (1998)
244,265,4,"Hunt for Red October, The (1990)"
90,289,3,Evita (1996)
305,71,3,"Lion King, The (1994)"
119,382,5,"Adventures of Priscilla, Queen of the Desert, The (1994)"
21,222,2,Star Trek: First Contact (1996)
231,181,4,Return of the Jedi (1983)
280,508,3,"People vs. Larry Flynt, The (1996)"
288,132,3,"Wizard of Oz, The (1939)"
279,1497,2,"Line King: Al Hirschfeld, The (1996)"
301,33,4,Desperado (1995)
90,259,2,George of the Jungle (1997)
308,55,3,"Professional, The (1994)"
94,744,4,Michael Collins (1996)
130,642,4,"Grifters, The (1990)"
26,1015,3,Shiloh (1997)
56,121,5,Independence Day (ID4) (1996)
62,12,4,"Usual Suspects, The (1995)"
276,40,3,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
181,1015,1,Shiloh (1997)
152,301,3,In & Out (1997)
178,845,4,That Thing You Do! (1996)
217,597,4,Eraser (1996)
138,484,4,"Maltese Falcon, The (1941)"
308,81,5,"Hudsucker Proxy, The (1994)"
269,198,4,Nikita (La Femme Nikita) (1990)
307,94,3,Home Alone (1990)
222,781,3,French Kiss (1995)
121,740,3,Jane Eyre (1996)
269,22,1,Braveheart (1995)
239,1099,5,"Red Firecracker, Green Firecracker (1994)"
245,1028,5,Grumpier Old Men (1995)
295,961,5,Orlando (1993)
271,1028,2,Grumpier Old Men (1995)
222,812,2,Andre (1994)
69,240,3,Beavis and Butt-head Do America (1996)
10,7,4,Twelve Monkeys (1995)
22,376,3,Houseguest (1994)
294,931,3,"Island of Dr. Moreau, The (1996)"
82,717,1,"Juror, The (1996)"
279,399,4,"Three Musketeers, The (1993)"
269,234,1,Jaws (1975)
6,98,5,"Silence of the Lambs, The (1991)"
243,1039,4,Hamlet (1996)
298,181,4,Return of the Jedi (1983)
282,325,1,Crash (1996)
78,323,1,Dante's Peak (1997)
118,200,5,"Shining, The (1980)"
283,1114,5,Faithful (1996)
70,217,4,Bram Stoker's Dracula (1992)
10,100,5,Fargo (1996)
245,181,4,Return of the Jedi (1983)
246,561,1,Mary Shelley's Frankenstein (1994)
13,901,1,Mr. Magoo (1997)
62,1016,4,Con Air (1997)
276,417,4,"Parent Trap, The (1961)"
214,478,4,"Philadelphia Story, The (1940)"
306,235,4,Mars Attacks! (1996)
222,26,3,"Brothers McMullen, The (1995)"
280,631,5,"Crying Game, The (1992)"
60,430,5,Duck Soup (1933)
56,71,4,"Lion King, The (1994)"
42,274,5,Sabrina (1995)
1,202,5,Groundhog Day (1993)
13,809,4,Rising Sun (1993)
185,23,4,Taxi Driver (1976)
280,540,3,Money Train (1995)
244,381,4,Muriel's Wedding (1994)
150,293,4,Donnie Brasco (1997)
7,497,4,Bringing Up Baby (1938)
178,317,4,In the Name of the Father (1993)
178,742,3,Ransom (1996)
95,1217,3,Assassins (1995)
234,1462,3,"Thieves (Voleurs, Les) (1996)"
97,222,5,Star Trek: First Contact (1996)
109,127,2,"Godfather, The (1972)"
117,268,5,Chasing Amy (1997)
269,705,2,Singin' in the Rain (1952)
130,1246,3,Bushwhacked (1995)
264,655,4,Stand by Me (1986)
207,13,3,Mighty Aphrodite (1995)
246,409,2,Jack (1996)
87,367,4,Clueless (1995)
101,304,3,Fly Away Home (1996)
256,127,4,"Godfather, The (1972)"
92,794,3,It Could Happen to You (1994)
213,235,1,Mars Attacks! (1996)
92,739,2,Pretty Woman (1990)
292,661,5,High Noon (1952)
246,665,4,Alien 3 (1992)
274,845,5,That Thing You Do! (1996)
188,692,5,"American President, The (1995)"
18,86,4,"Remains of the Day, The (1993)"
5,439,1,Amityville: A New Generation (1993)
236,632,3,Sophie's Choice (1982)
144,709,4,Strictly Ballroom (1992)
90,1198,5,Purple Noon (1960)
48,609,4,Father of the Bride (1950)
5,225,2,101 Dalmatians (1996)
22,128,5,Supercop (1992)
311,432,4,Fantasia (1940)
8,22,5,Braveheart (1995)
276,188,4,Full Metal Jacket (1987)
222,173,5,"Princess Bride, The (1987)"
72,866,4,Michael (1996)
299,134,4,Citizen Kane (1941)
1,171,5,Delicatessen (1991)
308,295,3,Breakdown (1997)
165,216,4,When Harry Met Sally... (1989)
222,49,3,I.Q. (1994)
181,121,4,Independence Day (ID4) (1996)
200,11,5,Seven (Se7en) (1995)
244,707,4,Enchanted April (1991)
263,96,4,Terminator 2: Judgment Day (1991)
134,323,4,Dante's Peak (1997)
279,586,4,Terminal Velocity (1994)
2,292,4,Rosewood (1997)
288,593,2,Stalingrad (1993)
49,302,4,L.A. Confidential (1997)
205,304,3,Fly Away Home (1996)
22,80,4,Hot Shots! Part Deux (1993)
234,318,4,Schindler's List (1993)
223,328,3,Conspiracy Theory (1997)
15,25,3,"Birdcage, The (1996)"
268,147,4,"Long Kiss Goodnight, The (1996)"
94,1220,3,Higher Learning (1995)
7,492,5,East of Eden (1955)
268,217,2,Bram Stoker's Dracula (1992)
16,55,5,"Professional, The (1994)"
164,620,3,"Chamber, The (1996)"
290,161,4,Top Gun (1986)
92,515,4,"Boot, Das (1981)"
239,1070,5,Living in Oblivion (1995)
56,449,5,Star Trek: The Motion Picture (1979)
234,10,3,Richard III (1995)
308,187,5,"Godfather: Part II, The (1974)"
122,509,4,My Left Foot (1989)
85,588,3,Beauty and the Beast (1991)
262,931,2,"Island of Dr. Moreau, The (1996)"
201,272,3,Good Will Hunting (1997)
181,870,2,Touch (1997)
295,739,4,Pretty Woman (1990)
263,568,4,Speed (1994)
295,39,4,Strange Days (1995)
93,820,3,Space Jam (1996)
159,1028,5,Grumpier Old Men (1995)
158,665,2,Alien 3 (1992)
293,423,3,E.T. the Extra-Terrestrial (1982)
82,597,3,Eraser (1996)
276,181,5,Return of the Jedi (1983)
13,823,5,Mulholland Falls (1996)
189,20,5,Angels and Insects (1995)
146,1022,5,"Fast, Cheap & Out of Control (1997)"
181,1060,1,"Adventures of Pinocchio, The (1996)"
125,80,4,Hot Shots! Part Deux (1993)
43,120,4,Striptease (1996)
13,780,1,Dumb & Dumber (1994)
253,259,2,George of the Jungle (1997)
42,44,3,Dolores Claiborne (1994)
77,518,4,Miller's Crossing (1990)
291,686,5,"Perfect World, A (1993)"
262,28,3,Apollo 13 (1995)
234,81,3,"Hudsucker Proxy, The (1994)"
29,245,3,"Devil's Own, The (1997)"
236,57,5,Priest (1994)
158,729,3,Nell (1994)
232,52,5,"Madness of King George, The (1994)"
168,866,5,Michael (1996)
235,230,4,Star Trek IV: The Voyage Home (1986)
102,70,3,Four Weddings and a Funeral (1994)
77,172,3,"Empire Strikes Back, The (1980)"
90,506,5,Rebel Without a Cause (1955)
186,566,5,Clear and Present Danger (1994)
44,660,5,Fried Green Tomatoes (1991)
118,774,5,"Prophecy, The (1995)"
42,1028,4,Grumpier Old Men (1995)
178,433,4,Heathers (1989)
85,51,2,Legends of the Fall (1994)
77,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
56,1047,4,Multiplicity (1996)
197,688,1,Leave It to Beaver (1997)
286,99,4,Snow White and the Seven Dwarfs (1937)
90,258,3,Contact (1997)
181,1288,1,Denise Calls Up (1995)
224,69,4,Forrest Gump (1994)
272,317,4,In the Name of the Father (1993)
221,1010,3,Basquiat (1996)
66,877,1,Excess Baggage (1997)
234,487,3,Roman Holiday (1953)
87,82,5,Jurassic Park (1993)
195,1052,1,Dracula: Dead and Loving It (1995)
194,172,3,"Empire Strikes Back, The (1980)"
94,62,3,Stargate (1994)
167,659,4,Arsenic and Old Lace (1944)
108,100,4,Fargo (1996)
230,304,5,Fly Away Home (1996)
181,927,1,"Flower of My Secret, The (Flor de mi secreto, La) (1995)"
54,302,4,L.A. Confidential (1997)
90,22,4,Braveheart (1995)
181,696,2,City Hall (1996)
311,179,2,"Clockwork Orange, A (1971)"
92,121,5,Independence Day (ID4) (1996)
244,550,1,Die Hard: With a Vengeance (1995)
181,405,4,Mission: Impossible (1996)
44,443,5,"Birds, The (1963)"
1,265,4,"Hunt for Red October, The (1990)"
270,25,5,"Birdcage, The (1996)"
299,387,2,"Age of Innocence, The (1993)"
94,572,3,Blown Away (1994)
286,746,4,Real Genius (1985)
239,272,5,Good Will Hunting (1997)
216,55,5,"Professional, The (1994)"
62,665,2,Alien 3 (1992)
178,385,4,True Lies (1994)
194,23,4,Taxi Driver (1976)
188,143,5,"Sound of Music, The (1965)"
276,294,4,Liar Liar (1997)
158,1098,4,Flirting With Disaster (1996)
207,845,3,That Thing You Do! (1996)
161,48,1,Hoop Dreams (1994)
305,654,4,Chinatown (1974)
47,324,3,Lost Highway (1997)
64,736,4,Shadowlands (1993)
191,751,3,Tomorrow Never Dies (1997)
7,378,5,Miracle on 34th Street (1994)
59,92,5,True Romance (1993)
69,268,5,Chasing Amy (1997)
10,461,3,Smoke (1995)
21,129,4,Bound (1996)
58,9,4,Dead Man Walking (1995)
194,152,3,Sleeper (1973)
7,200,5,"Shining, The (1980)"
113,126,5,"Spitfire Grill, The (1996)"
173,328,5,Conspiracy Theory (1997)
95,233,4,Under Siege (1992)
16,194,5,"Sting, The (1973)"
59,323,4,Dante's Peak (1997)
311,654,3,Chinatown (1974)
292,589,4,"Wild Bunch, The (1969)"
43,203,4,Unforgiven (1992)
235,70,5,Four Weddings and a Funeral (1994)
303,161,5,Top Gun (1986)
254,378,3,Miracle on 34th Street (1994)
255,1034,1,"Quest, The (1996)"
90,923,5,Raise the Red Lantern (1991)
